datetime,tweet
2022-03-28 21:57:25,@SleuthieGoosie I wanted to comment so bad but I’m not subscribing to that YouTube weasel 😂 people were asking in the chat why the amber alert wasn’t issued and no one was answering them🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️ i think we all need to retweet the email from ISP💯💙
2022-03-28 21:53:44,@RexChapman They issued alerts like an Amber Alert. Some people chose to be out when they knew this was possible https://t.co/445yjOpfHa
2022-03-28 21:51:11,"SUSPECT IN AMBER ALERT ARRESTED BY KENORA OPP
https://t.co/5JnbWpwSbf
#LSN_Crime #LSNews_TBay #LSN_OPP  #LSN_TBayCourthouse https://t.co/JpKyCHS1VT"
2022-03-28 21:51:01,@DuhTrendinTopic Is that where mark got an amber alert?
2022-03-28 21:34:11,@Imposter_Edits The highway signs were flashing warnings about snow squalls and low visibility today and yesterday in PA. I also received this very noisy 🚨 this evening making me think it was an Amber Alert. https://t.co/3EmOwPjf9J
2022-03-28 21:31:38,"🚨 AMBER ALERT 🚨 

Suspect believed to be Will Smith tears off 6 year old girl’s arms then proceeds to beat the child with them because she said “Only grampas can be bald”

Suspect last seen accepting a Nobel peace prize in the Vatican"
2022-03-28 21:12:42,@uppereastsiteny Why hasn’t there been an amber alert?
2022-03-28 21:12:27,"@ryndice @KelcieMMorris I dunno - did Twitter ever remove the fake Amber alert Tweet doxxing a judge’s home address? When I reported it, Twitter told me it was A-OK with that 🤷‍♀️"
2022-03-28 21:10:52,"DAY I HAND IN FIRST SCORING ITEM-MONDAY IS ALL REPORTS ON KEYWORD-SEARCHABLE DISK, 5 MAY IS AMBER ALERT TWO (2), WITH ONE (1), CREDENTIAL PROOFS, VIDEO OF SETTLEMENT ORDER, PROOFS FOURTEEN (14) FAMILY ARE NATIONAL INTELLIGENCE-ALL INCLUDING LATES/FELONS TO HOMICIDE COURTS. JF"
2022-03-28 20:52:46,"AT CLANDESTINE SERVICE, OUR IDENTIFY CANNOT BE SO COMPLEX AND ATTORNEY/COMPETENT PERSON CANNOT DISCERN BETWEEN US, VICTIM, AGENT, CRIMINAL. COURTS CAN NEVER BE DUPED-WHELAN AND SON ARE AMBER ALERT-FAST ARREST/TRY/COMMIT FELONS. LIVES IN STOLEN HOME, STOLEN PROPERTY. JF https://t.co/PuP2sXloVX"
2022-03-28 20:51:26,"@missmarshall27 @MrTs_NQTs 3B4Me approach… book, brain, buddy, then they can ask you. I’ve used traffic lights for this. Green = they were fine and good to go, amber = they were trying one of the Bs or to alert a buddy to help them, red = they’d tried and need me. Tasks they can do whilst waiting too."
2022-03-28 20:41:33,UPDATE: Amber alert for two children from northern BC cancelled https://t.co/bjYmrC056A
2022-03-28 20:33:23,"@TheWalkingSkeng @timmydeyforyou I dey alwwys get Problm for this  kind Junction. I get Amber Alert since mama Born me. Na run be my next 🤙
👌🤦🤦🤷 I can not come and kill my self na"
2022-03-28 20:31:05,Amber Alert for a snowstorm. 😳🥴🤣
2022-03-28 20:24:39,"Of course everything is being addressed here other than the fact that the killer, Gabriel Wortman, was on the lose for over 24 hrs without the general public being informed. And no, Twitter does not count, this should have been an Amber alert so people could defend themselves."
2022-03-28 20:20:59,@raygxza Mine sounds like an amber alert
2022-03-28 20:13:34,"Amber Alert CA - Have u seen ME K12? 

If So, plx call your local FBI office at toll free # 1-800- Fuc-yo-Couch extension # dumb-azz-game and ask DickTekTiv Succaz need different game this boring.

We appreciate all from the bottom of my heart where my balls be #CutthroatTopDawg https://t.co/gaTkEkEwKp"
2022-03-28 20:08:23,"BACK TO WORK. THE END OF THESE IS A SCORING PROCESS-OBJECTIVE. WE NAME THIS A ""GRAND SCORING"", COMPARES OUR REPORTS, VIDEO RECORDINGS, ALL LAWS, TREASURY LOGS, POLICE SCHEDULES, PAYMENT RECORDS, TOO INSURANCE. THE FIRST OF THE CASE IS TWO (2) AMBER ALERT CASES, I AM FUNDED. JF"
2022-03-28 20:05:23,"ONLINE-YES LIKE THE AMANDA BERRY CASE, AT AMBER ALERT OR LONG HOSTAGE, ALL THE FELONS DIE OFF, THERE IS NOT ANY TRIAL BUT SHORT APPEARANCE. TOO ON ANKLE BRACELETS (PAROLEES AND TRACKERS), BETWEEN 7:00 AND 9:00 THEY ACTIVATE AND BURN EVERYONE AROUND THE COURT/COUNTY POLICE CTR. JF"
2022-03-28 19:46:54,"Thought it was the amber alert going off, just a snow squall warning...."
2022-03-28 19:44:17,Amber alert just scared the shit outta me
2022-03-28 19:41:43,"Everyone still thinking how the government was using the vaccine to track us or whatever yet doesn’t get crazy when the government literally sent out a mass message by taking over our radios, televisions and phones to send out an amber alert. Wild."
2022-03-28 19:39:47,"Oscar 2023: We have beefed up security and there is an amber alert, so you know the Smiths are in the house"
2022-03-28 19:37:56,"@511PANortheast 

Should snow squall ⚠️ warnings be announced 
On radio. Like an amber alert 🚨 
We can’t look at our phones in hazard weather"
2022-03-28 19:37:20,"new vid!! please stop complaining about amber alerts.

after an amber alert was issued the other day, I was reminded about MANY instances of people calling 911 to complain about alerts “waking them up”. I want to talk about it.

thanks for listening 💛

https://t.co/jmrFIkKPIa"
2022-03-28 19:36:36,@DanSkeldonWFMZ They should like an amber alert 🚨
2022-03-28 19:00:13,"PLAYLIST ALERT 🦋 @amber_ais is on @onestowatch's Now Watching Spotify playlist! We're so proud of Amber and everything she's accomplished so far. If you haven't already, stream ""Ordinary"" and share it with a friend! 
.
.
.
.
#artistdevelopment #digitalmarketing #musicmarketing https://t.co/Te1XOWK5JS"
2022-03-28 18:48:06,amber mimsy more like amber alert my joke is mimssing RED HONDA CIVIC KISSISSIME FLORIDA
2022-03-28 18:31:47,@MetsBob the msg popped up and within minutes it started. I thought it was an amber alert
2022-03-28 18:24:33,@cuTeaaa I want the same notification we get when there’s an amber alert lol
2022-03-28 17:35:27,"This is very relevant to the work my colleagues and I are doing with the @BCSilverAlert 

Also timely given the recent Amber alert. https://t.co/cGJQkHcOqh"
2022-03-28 17:26:14,"I saw a cloud of dust? and, boom the car ended up in front of me suddenly,"" Provencher said, adding that she had to think fast to avoid a collision.""I stopped on the side of the road and I ran to see if there were people inside – nobody,""https://t.co/TVlQcLM5hH …    @CTVMontreal"
2022-03-28 17:03:30,"@CBCNews ""A tweet about police responding to a ""firearms complaint"" in the Portapique area and warning people to stay inside was posted at 11:32 p.m., and was the only public communication Nova Scotia RCMP issued about the mass shooting on April 18, 2020.""  

No Amber Alert. 💔"
2022-03-28 16:56:02,"-Not Amber Alert as of now, missing child right now, FDLE decides if/when it will become Amber Alert
-Area crews are searching very swampy, lots of ferns
-Next update from @PutnamCountySO around 3/3:30 pm @FCN2go"
2022-03-28 16:52:19,@BallsackSports You ever seen their amber alert video? Shit had me crying lmao
2022-03-28 16:50:51,"@BallsackSports *Citing their Amber Alert sketch*

""Well you're never gonna believe this"""
2022-03-28 16:49:25,Another Amber weather alert!
2022-03-28 16:48:27,These guys really probably have the capabilities to save an Amber alert in 2 minutes with how quickly they can coordinate https://t.co/2F6EfLA0cE
2022-03-28 16:48:12,"LOL. WOO GUY STOPPED ME ASKED IF FOUND JESUS.?.  THIS IS GETTING OLD LIKE PUT OUT AN AMBER ALERT OR SOMETHING. FOR LITTLE GUY. STOP ASKING ME WHERE HE IS. 
OH NO! .  I FEEL .BAD!! NOW HEARD HE NEEDED SAVING."
2022-03-28 16:45:00,Making every minute count: New technology could help police find missing children faster https://t.co/euyYoVvj8p
2022-03-28 16:43:03,My friends always wanna share locations with me like bitch I am not Amber Alert😭
2022-03-28 16:41:35,"Putnam Co Sheriff public info ofc says Colonel Wells will speak to reporters again 3:00-3:30. 

It’s still a missing child alert, not Amber Alert.

@KaileyTracy is taking over for @FCN2go now. https://t.co/Bxxup1X9vW"
2022-03-28 16:33:03,i'm sitting in the cafeteria and everyone just started getting an amber alert it was so loud
2022-03-28 16:22:40,@ZenGnarly I thought that shit was an Amber alert lol.  Wtf
2022-03-28 16:16:26,@TJ_Collins27 @Jayden_Sama @Speedfromtx__ @RheaLucysLala @rukiddingmelolz Are you looking at a mirror? Be honest does your brain require it’s own amber alert for you to be able to find it
2022-03-28 16:01:27,"New blog post alert🚨 
Give Amber's latest blog a read 'Why you should consider a masters degree'🤩 

For the full blog check out the blogs page on our website, https://t.co/GicOenTtI7 🥳 

#letsjam #Jamworksapp #jamworks 

#uni #student #study #lifehacks #blog #tech #fyp https://t.co/jO0mBYecN3"
2022-03-28 15:58:51,@CalgaryPolice Why not send a amber alert or a message out
2022-03-28 15:41:04,Arrest made in connection to Amber Alert kidnapping | #childabductors https://t.co/ontZUvTgXf
2022-03-28 15:36:15,amber alert: virginia alonso has the hiccups
2022-03-28 14:45:00,Making every minute count: New technology could help police find missing children faster https://t.co/euyYoVMUwZ
2022-03-28 14:16:33,Turned off Amber Alert on my in home NOAA Emergency Radio. Car Radio Amber Alert would be fine but not on my duck and cover home alert.
2022-03-28 14:09:32,One way to prepare for having children is to change your text alerts to the same tone as an amber alert and have five of your friends text you 35 animal facts per day for an entire year.
2022-03-28 14:04:46,"Omg, that fucking slap may as well have been an Amber alert"
2022-03-28 13:26:35,"Baby at center of Amber Alert found safe; non-custodial father remains at large

https://t.co/5I8XjOsqI9"
2022-03-28 12:51:49,@peregrinepfp It's like if an amber alert was a person with a debilitating meth addiction
2022-03-28 12:48:19,@Kongstrong44 Ya I’m west coast maybe that’s why. Came across like an amber alert
2022-03-28 12:05:57,RCMP in B.C. cancels Amber Alert https://t.co/vUz90tE6vT
2022-03-28 11:50:02,Annoyance with Amber Alert by the sponsor of the “ultrasound bill” is telling https://t.co/RAILYFfCUC
2022-03-28 11:41:11,@wjxt4 Why no amber alert?
2022-03-28 10:53:51,🚨AMBER ALERT🚨 he kissed me on my forehead. When should I block him ?
2022-03-28 10:46:20,"New: AMBER ALERT
169 HWY NB CLOSED
PAST W 96TH ST
USE ALT ROUTE"
2022-03-28 10:24:59,@Stacy_NonSurfer Did you see the latest local news clip about the new endangered missing alert system? Interesting that the reporter said that Idaho State Police didn't feel this was an abduction which is why no Amber Alert was issued.
2022-03-28 08:15:30,@EmergencyInfoBC @BCRCMP I think amber alert posts are helpful and nessecary
2022-03-28 07:43:13,"@cheddar88991133 @TPSOperations From the OPP website:

Guidelines for an AMBER Alert

“Before an AMBER Alert is activated, these guidelines must be met:

The law enforcement agency believes a child under 18 years of age has been abducted; and

The law enforcement agency believes the child is in danger; and,..."
2022-03-28 07:31:29,"@Zombie_Bitz That's my point. Why'd they wait 2 days?

It started in BC, they spread the alert later to Alberta, Saskatchewan and Manitoba. Why wait when he had such a large head start?

He was intercepted in Ontario. They didn't even get the Amber Alert there."
2022-03-28 07:31:04,For those who shared the Amber alert.... thank you. The Man was found and delt with.  https://t.co/T5YI810IEu
2022-03-28 06:21:10,"@coffeecrew Thought it might be an Earthquake alert. North Coast BC. I am relieved to hear the children are safe. Update
https://t.co/eyo99YFEKf"
2022-03-28 05:21:53,@TBInvestigation @columbiapdtn When a child is missing there should be constant news flashes on tv and all social media immediately by authorities. I didn't receive an Amber alert. I pray this little one is safe and found quickly.
2022-03-28 05:11:35,@tommiecollins Haha what’s up old neighbor! I’m chilling man! Can’t believe we never bumped into each other on here saw Amber Alert 123 repost something and I was like that’s my bro! Ha
2022-03-28 03:57:29,"I mean to tell you, I got so many texts at once it sounded like an amber alert going off #Oscars2022"
2022-03-28 03:56:30,I had no idea that the Oscars were on today  Apparently something happened because my phone blew up. I had an amber alert yesterday but whatever happened at the Oscars made more noise.
2022-03-28 03:47:04,"@IanRunkle You aren't exactly known for being unreasonable.  That's me. lol. So I'd never assume you were calling to end an Amber Alert. I just view them as a net positive for society, and they aren't really that much of a nuisance for most people."
2022-03-28 03:33:45,@ReignOfApril Why didn't my iPhone send the amber blare when this ish happened... it was on https://t.co/vRIeLaUHoH - repeat - #alert Black ppl zoom call stat
2022-03-28 03:31:13,"@IanRunkle I’m not going to lie, if I get woken up at 3am because my phone needs me to know something, I’d rather wake up to an Amber Alert that I can’t do anything about than a Nuclear War that I can’t do anything about. 

At least someone who can do something about it will see it and help"
2022-03-28 03:15:50,Me and Aaron went back to sleep thinking it was an amber alert 🙂😂 https://t.co/LOsxyfqPVU
2022-03-28 02:57:03,@juicyfruitsnacc POV: you’re Mario reading the Amber Alert for Peach https://t.co/tkakNNWm70
2022-03-28 02:54:46,"@noodledoodle07 Bad news? Naw, that’s amber alert worthy"
2022-03-28 02:38:19,"@mindstalk @giraffleDAO @Halpando1990 @loveyourcake An Amber Alert is not a personal attack on you. They need to get the message out as quickly as possible, and to everyone. A child was abducted."
2022-03-28 02:34:47,"my phone went nuts and had a push alert with an alarm and I dead ass picked it up thinking ""well this is it glad I stocked the shelter better get on down there with the strap"" before seeing it was am amber alert and feeling guilty relief it was ""only"" another missing kid"
2022-03-28 02:23:29,@sarahlugor does anyone else use the amber alert noise so itll freak the shit out of u so u check ur phone to see if its in ur area
2022-03-28 02:15:45,"@pjcats56 @giraffleDAO @Halpando1990 @loveyourcake They can send out the alert as an ordinary text notification, or use the actual Amber alert infrastructure rather than the Presidential alert. They are choosing to use the most intrusive notification, without justification."
2022-03-28 02:00:03,Amber alert ends with arrest of man in Ontario. Woman &amp; 2 kids are safe. #Winnipeg https://t.co/vEK9DoAX2Z https://t.co/9y0MSOc4Ra
2022-03-28 02:00:03,Amber alert ends with arrest of man in Ontario. Woman &amp; 2 kids are safe. #Winnipeg https://t.co/eL0upwEsRz https://t.co/BlgjswyjYK
2022-03-28 01:46:35,#FLORIDA #JOSELARA “Deputies along with Bloodhound tracking teams and aviation assets are actively searching for the child. No Amber Alert has been issued… at this time there is no evidence to suggest any criminal activity.” #MISSING https://t.co/LkQHMosCcD
2022-03-28 01:42:30,I think we should design bracelets that can track everyone globally and utilize our governments satallites to keep us safe. It's worth it in the end. It will also be good for the amber alert!
2022-03-28 01:40:52,"Couldn’t sleep through it, every phone in the hale dorm went off. Thought it was an Amber alert at first, then looked out my door to see everyone freaking out and just kind of sighed, called my parents, and contemplated existence while looking at the morning sky. https://t.co/OeRkXA3Ti8"
2022-03-28 01:40:25,"@Briana_FCN @FCN2go And still my phone didn't go off? Why no Amber Alert? Missing child alert? Don't answer that. You'll be waisting my time, because we all know the answer."
2022-03-28 01:21:40,Amber alert:  There  is an old man thinking he is president flying in a  plane meeting other leaders.  He is  destroying the world.  His name is Joey.  Contact Jill Biden if you see him.
2022-03-28 01:03:17,"@HellionDebbie @VancouverPD @FortStJohnRCMP imagine getting hundreds of amber alerts on your phone, there’s a certain criteria that missing cases have to meet for it to be classified as an alert.

but keep being hard headed"
2022-03-28 01:00:20,@drsuffy i’m on one titled “amber alert” ..which makes me uneasy
2022-03-28 01:00:09,"amber alert gave me a heart attack twice in a row

why tf does my audio max out when it happens 

im wearing headphones please-"
2022-03-28 00:41:39,if nicole don’t get home in the next hour imma send out an amber alert
2022-03-28 00:38:52,@ProzacKat @lllaurenA @rcmpgrcpolice The mom was mentioned in all the subsequent media articles right after the amber alert was sounded.
2022-03-28 00:36:03,"@paul_beaudry ""AMBER Alert exemplifies how crime control theater can create unintended problems, such as public backlash when the theatrical policy fails and a distorted public discourse about the nature of crime.""  https://t.co/cuMKPfGuIN"
2022-03-28 00:28:20,Something strange toys in the woods no amber alert take one child in house leave a1 yr old outside by their self very strange  https://t.co/5SfDtOibKG
2022-03-28 00:27:37,How come when Ben and Mahogany kissed I wanted to alert the police.. shit looks like an Amber Alert. #BeforeThe90Days https://t.co/dly9uZSo9W
2022-03-28 00:26:37,can’t believe bae was living there at the time &amp; now has ptsd with the amber alert sound https://t.co/t7CVf0vLu8
2022-03-28 00:25:16,@apoptosis_amber I’m sorry I  tweeted it. I’ve deleted it. Thanks for pointing out it was  wrong &amp; unhelpful. I dont know who the original poster was to alert them.
2022-03-28 00:16:04,"@paul_beaudry The level of child endangerment involved with a non-parental abduction is FAR higher &amp; accordingly in far greater need of a public alert.  Just ask Amber if she were still alive.  Vancouver was not relevant here, by the way."
2022-03-28 00:14:19,"@lllaurenA OPP found them and made the arrest
https://t.co/EJhGVzR1cP"
2022-03-28 00:12:39,@Brian_Dell The majority of amber alerts are where one parent does not have custody and has abducted the child(s). Non parental abductions are extremely rare to almost nonexistent. The alert area was relevant in this case as it started in BC and were caught in Ontario. Worked as designed!
