datetime,tweet
2022-03-26 23:49:26,"RCMP say that an Amber Alert for two kidnapped children and their mother is now over. DETAILS:
https://t.co/FFdLq6gNi8 https://t.co/1lLq3WcijA"
2022-03-26 23:49:03,Amber alert cancelled .. https://t.co/F72RyyvBKv
2022-03-26 23:48:31,"@MediatedReality Why am I getting an Amber Alert for something 1.1k km's away, but people in Abbotsford couldn't get a local text warning about flooding last year?"
2022-03-26 23:48:18,Amber Alert ftw. Good news story that.
2022-03-26 23:48:03,Amber Alert stood down #FortStJohn https://t.co/hRgwJHPLQJ
2022-03-26 23:46:42,"The Amber Alert issued this afternoon has been canceled.

https://t.co/fqgDUyIppc"
2022-03-26 23:46:20,Ended AMBER ALERT out of Fort St. John… Update https://t.co/FzMHdKrUGh
2022-03-26 23:46:15,"UPDTATE: An amber alert issued by BC RCMP has been cancelled after the mother and two children were located in western Ontario.

The father of the children, Jason Dalrymple is in custody with charges pending.

https://t.co/8IeDKcDjBA"
2022-03-26 23:45:52,Amber Alert cancelled for 2 kids missing from Fort St. John https://t.co/Je6ud01EFm
2022-03-26 23:45:11,UPDATE: RCMP in British Columbia have cancelled an Amber Alert issued earlier today after a four-year-old child and 10-month old baby went missing from Fort St. John. https://t.co/j5ryqVwiO4
2022-03-26 23:43:44,"I feel ill... Please be okay...

https://t.co/PvtClZcp5A"
2022-03-26 23:43:34,Update on Manitoba Amber Alert https://t.co/8cNTDuejgO
2022-03-26 23:43:25,two days to send out that amber alert. i’m so disappointed
2022-03-26 23:43:14,"Northern B.C. Amber Alert cancelled, 2 missing children located safe https://t.co/A5q9khWOlY"
2022-03-26 23:42:36,@vertetea wait i got an amber alert around 2 as well do we live near each other??????
2022-03-26 23:42:08,"@lumsdominator @AMedicsMind @cbcnewsbc It says to not approach and call 911 if spotted, on a normal day while driving I wouldn't pay attention to a green SUV, but after an amber alert it may cause me to look twice, having millions of ppl notified has a greater chance of finding them than a few thousand police officers"
2022-03-26 23:41:44,"RCMP in Fort St. John activate Amber Alert for 2 missing children | CBC News
 https://t.co/J1ByXex9KL"
2022-03-26 23:41:12,"UPDATE: BC Amber Alert cancelled for two missing kids
https://t.co/bxuFPb9KW1"
2022-03-26 23:41:03,"UPDATE: BC Amber Alert cancelled for two missing kids
https://t.co/H8yDl06hNx"
2022-03-26 23:41:01,"Amber Alert has been deactivated after Dawn Bellamy and her two children were found safe by police in Ontario. 

The vehicle was located in Kenora today at 3:30 p.m. 

All four individuals were there. Mom and kids are safe and receiving support. https://t.co/DO8eTGkarO https://t.co/buXck75EZN"
2022-03-26 23:40:56,SaskAlert: Cancelled: AMBER ALERT issued at the request of Fort St. John RCMP https://t.co/oQZanqgMZF
2022-03-26 23:40:50,"UPDATE: BC Amber Alert cancelled for two missing kids
https://t.co/dKfcMjAaQk"
2022-03-26 23:40:43,"UPDATE: BC Amber Alert cancelled for two missing kids
https://t.co/mnI2FcGiJ1"
2022-03-26 23:40:39,"""RCMP said everyone involved in the incident had been located safe""

https://t.co/40yq0QlDyM"
2022-03-26 23:40:05,"Global News is working to confirm the details of the cancellation and the wellbeing of the children. Before being cancelled, the alert had been extended all the way to Manitoba. https://t.co/GuHifFQiBW"
2022-03-26 23:39:51,B.C. Amber Alert cancelled: RCMP https://t.co/20ZChBD5Jy
2022-03-26 23:38:23,Amber Alert in BC Cancelled https://t.co/VkYovmgerR
2022-03-26 23:38:18,"The @BCRCMP Amber Alert for two children from Fort St. John, B.C. has been cancelled as of Saturday 2022-03-26 4:21 PM.

#YDQ #YYE #FortStJohn #BCHwy29 #BCHwy2 #BCHwy52 #BCHwy77 #BCHwy97 #YXJ #NorthPeace #SouthPeace #Alberta @511Alberta #AmberAlert https://t.co/jy57sEvuu2"
2022-03-26 23:38:03,CP NewsAlert: RCMP in Fort St. John cancel Amber Alert for two missing children https://t.co/1UIPcK8war https://t.co/XhADkmAPZF
2022-03-26 23:36:55,"Update: RCMP said everyone involved in the incident had been located safe, and they would be providing a further update Saturday afternoon.

https://t.co/xh5mS9LMZ7"
2022-03-26 23:36:01,An Amber Alert issued Saturday afternoon for two missing children in B.C. has been cancelled.
2022-03-26 23:35:35,@Yukonher Amber Alert Cancelled!
2022-03-26 23:35:31,An Amber Alert issued Saturday afternoon for two missing children in B.C. has been cancelled.
2022-03-26 23:34:37,"The @BCRCMP Amber Alert for two children from Fort St. John, B.C. has been cancelled as of Saturday 2022-03-26 4:21 PM."
2022-03-26 23:34:32,"Amber Alert was apparently rescinded in BC, but initiated in Manitoba.

Thank you to everyone who shared the tweets.

I’m so annoyed because I removed the alert thinking they were located.

What a cluster 😠 

They should have clarified!"
2022-03-26 23:34:25,"An #AmberAlert  issued earlier in the day for a pair of northern BC children has been cancelled.

 https://t.co/Hq0Muq4zFQ"
2022-03-26 23:33:52,Amber Alert Cancelled - Two children and Woman abducted in northern British Columbia - 4-year-old Liam Ballamy and 10-month-old Myra Ballamy - https://t.co/mE6xYdDtg1 #Alberta #AmberAlert #BC #Saskatchewan #missingperson #missingpeoplecanada
2022-03-26 23:33:41,Amber Alert in northern B.C. cancelled: RCMP https://t.co/UcHfPcGgEF
2022-03-26 23:33:14,I’ll never complain about an amber alert giving me a minor heart attack. Glad everyone is safe. Such a scary thing to happen
2022-03-26 23:32:27,@rdnewsNOW I didn’t even read the amber alert. I thought it was just @jkenney doing Covid updates through amber alert again.
2022-03-26 23:31:44,"Rescinded Amber alert.

No further details at this time."
2022-03-26 23:30:42,Waiting for update on why they canceled the amber alert https://t.co/D1m2QGDU8Y
2022-03-26 23:30:28,Amber Alert now cancelled according to Emergency Info BC
2022-03-26 23:30:16,"Rescinded amber alert.
No further details.

Thank you for the update @ArleneJ44 and @jbart1055 

No thanks to you @GlobalBC"
2022-03-26 23:29:49,I wonder how often it happens whereby people get the amber alert and drive next to said car or are in an eating establishment or a gas station and the suspect and said child they kidnapped (as they are often family members) have made a pit stop.... i've only seen it happen on TV
2022-03-26 23:29:04,"Global News is working to confirm the details of the cancellation and the wellbeing of the children. Before being cancelled, the alert had been extended all the way to Manitoba. https://t.co/XqMojQMcfb"
2022-03-26 23:29:03,Amber Alert cancelled https://t.co/MGgshHDXJT
2022-03-26 23:29:00,The Amber Alert for two children in BC has now ended. https://t.co/Sl5qe7kjn9
2022-03-26 23:27:26,"***Update-Amber alert cancelled, details to follow*** https://t.co/cUPCDXqfAY"
2022-03-26 23:26:45,@coffeecrew Amber alert was not the first thought that came to mind.  It was loud.
2022-03-26 23:26:38,Amber Alert deactivated for 2 kids missing from Fort St. John | CBC News https://t.co/FJyvtZ1mYo
2022-03-26 23:26:11,"#UPDATE: An Amber Alert for two children from Fort St. John, B.C., has been cancelled. https://t.co/yUUHN4K7Yi"
2022-03-26 23:25:48,"#UPDATE: An Amber Alert for two children from Fort St. John, B.C., has been cancelled. https://t.co/QdLBE90sWl"
2022-03-26 23:25:44,There’s the AMBER ALERT https://t.co/jPup06CFlx
2022-03-26 23:25:28,AMBER ALERT ENDED. Suspect in custody. The children and their mother are safe. #rcmpmb thanks the public and the media for their assistance.
2022-03-26 23:25:07,"CBC News Changed the Headline: [Amber Alert activated for 2 kids missing from northern B.C.]- to - [RCMP in Fort St. John, B.C., activate Amber Alert for 2 missing children] https://t.co/dySxMAYwId"
2022-03-26 23:24:40,Amber Alert in northern B.C. cancelled: RCMP https://t.co/sC9hanNUiP
2022-03-26 23:24:10,RCMP in Fort St. John cancel Amber Alert for two missing children https://t.co/NVFEBHLHW7
2022-03-26 23:24:10,“Police added the children may have been with their mother” smh what? Wouldn’t you check that BEFORE blasting an amber alert over everyone’s phones and tv? https://t.co/Cupg2mKjCf
2022-03-26 23:22:53,Amber Alert for Fort St. John children cancelled after 'successful resolution' https://t.co/mz8ppuyStR
2022-03-26 23:22:49,"British Columbia RCMP have cancelled an Amber Alert issued early Saturday after a four-year-old child and 10-month old baby, along with their mother, went missing from Fort St. John, B.C. Story to be updated shortly."
2022-03-26 23:22:37,"British Columbia RCMP have cancelled an Amber Alert issued early Saturday after a four-year-old child and 10-month old baby, along with their mother, went missing from Fort St. John, B.C. Story to be updated shortly.
#YEG https://t.co/18I9PBHu3e"
2022-03-26 23:22:01,@HockeyGrlTweets Just in. amber alert ended kids are safe
2022-03-26 23:21:58,"British Columbia RCMP have cancelled an Amber Alert issued early Saturday after a four-year-old child and 10-month old baby, along with their mother, went missing from Fort St. John, B.C. Story to be updated shortly.
#YYC"
2022-03-26 23:21:47,"British Columbia RCMP have cancelled an Amber Alert issued early Saturday after a four-year-old child and 10-month old baby, along with their mother, went missing from Fort St. John, B.C. Story to be updated shortly.
#YYC https://t.co/979iHcnm5j"
2022-03-26 23:21:10,"#UPDATE: An Amber Alert for two children from Fort St. John, B.C., has been cancelled. More to come. 
https://t.co/GVE3pakhAQ"
2022-03-26 23:21:02,"#UPDATE: An Amber Alert for two children from Fort St. John, B.C., has been cancelled. More to come. 
https://t.co/lrEtfcKIJM"
2022-03-26 23:21:00,"British Columbia RCMP have cancelled an Amber Alert issued early Saturday after a four-year-old child and 10-month old baby, along with their mother, went missing from Fort St. John, B.C. Story to be updated shortly.
#YQL https://t.co/JVxDrneOea"
2022-03-26 23:20:55,"Fort St. John Amber alert has been cancelled.
#Vancouver
#BC https://t.co/cC5xXF3yZy"
2022-03-26 23:20:54,"#UPDATE: An Amber Alert for two children from Fort St. John, B.C., has been cancelled. More to come. 
https://t.co/sEcZxacldY"
2022-03-26 23:20:37,@dianemariereid @CailinasEirinn We in Manitoba just received this amber alert.   I hope they're found soon
2022-03-26 23:20:27,I deleted a previous tweet about an Amber Alert. The two children involved have been found safe.
2022-03-26 23:19:28,@drdagly I’m sad to report …. That is exactly what I thought when my phone went nutz. 🤯 I was relieved to see it was “Only” an amber alert WTF!
2022-03-26 23:19:18,"UPDATE: RCMP in British Columbia have cancelled an
Amber Alert issued earlier today after two kids went missing from Fort St. John. Read more: https://t.co/QazXVhbF1u"
2022-03-26 23:18:46,"Asking @GlobalBC 

Some are reporting the amber alert has been rescinded.

You’re still reporting it’s active.

Which is it?"
2022-03-26 23:17:38,"Was just reading on a local hwy condition Facebook page that traffic stopped @ Ont/Man border, Amber alert issued in Winnipeg (2 hour drive west from here). Because we're Ontario no Amber Alert for us. But we get them for kids missing 2000K away in GTA. Makes sense right?"
2022-03-26 23:17:15,"An Amber Alert is in effect for two B.C. children, and RCMP believe they may be heading east. Details at 5:30 SK time w/ GX94 News."
2022-03-26 23:15:22,The BC Amber Alert issued by RCMP has now been CANCELLED. The children have been located.
2022-03-26 23:15:13,"UPDATE: An Amber Alert issued for two young children Saturday has been cancelled, B.C. RCMP say. CityNews has deleted a previous post for privacy reasons. https://t.co/mxuvcE9Uvq https://t.co/2Edpl0OTlY"
2022-03-26 23:14:55,RCMP extend Amber Alert for two kidnapped children into Manitoba https://t.co/mHNuNsxEig
2022-03-26 23:14:48,BC RCMP - A BC AMBER Alert has Been Activated in the Search for Dawn Bellamy and her two children https://t.co/am5UYAJkHN
2022-03-26 23:14:15,Amber Alert in northern B.C. cancelled https://t.co/8m8ZS1mww7
2022-03-26 23:12:14,The AMBER Alert has been cancelled and the children found safe. My previous tweets have been deleted to now protect their identities
2022-03-26 23:11:35,B.C. Amber Alert cancelled | CTV News https://t.co/UEeikJjiGs
2022-03-26 23:11:15,@CityNewsVAN Hopefully this Amber Alert isn’t just BC. Seeing it took two days to send out the alert. They could be anywhere.
2022-03-26 23:10:20,"An inter-provincial Amber Alert issued for two children believed to have been abducted in Fort St. John, B.C., has been cancelled, according to an email from the province's Amber Alert system.  https://t.co/9TdV76ynYG"
2022-03-26 23:09:48,I don’t think there’s been an amber alert in BC for a while — I stepped out &amp; all the buses have it flashing &amp; I think the last time I saw that was like 5+ years ago. I’m REALLY hoping these kids get found 😥 https://t.co/5LhrMIObEg
2022-03-26 23:09:24,"FIRST DISCOVERY TASK SHOWS ORDER-GSA MUST SETTLE, (B) ONE KIDNAPPING HOSTAGE-PROVES AMBER ALERT FROM 1997-NEW YORK TO NOW, TOO (C) FOURTEEN (14) FAMILY ARE NATIONAL INTELLIGENCE. CREDENTIALS BELOW, POST OFFICE BOX AND BANK (ALL MINE) PROOFS ARE SAME. THOSE TO LIVE FIRE JURY. JF"
2022-03-26 23:09:10,AMBER ALERT CANCELLED https://t.co/lc2atX16Sq
2022-03-26 23:08:46,@annikatrip Oh my god I cannot comprehend the fear of your first ever amber alert 😭😭
2022-03-26 23:08:42,The BC Amber Alert issued by RCMP has now been CANCELLED. The children have been located. @GlobalBC @CKNW
2022-03-26 23:08:00,#AmberAlert #FortStJohn Amber Alert has been lifted no word on where they where found hopefully we will get an update soon.
2022-03-26 23:07:48,RCMP Issues Amber Alert For Indigenous Woman And 2 Children https://t.co/TrwUoC6k5m via @scrumnews #Amberaltert #RCMP #DawnBELLAMY #JasonDalrymple
2022-03-26 23:07:08,Amber Alert issued for two children allegedly abducted in northern B.C. https://t.co/84I4ORepco
2022-03-26 23:07:00,"Amber Alert issued for two children allegedly abducted in northern B.C. https://t.co/sJ5phxHJZe  The suspect in the alert is the children's father, 36-yr-old Jason Dalrymple
RCMP believe children's mother, 23-yr-old Dawn Bellamy, was also taken from the residence against her will"
2022-03-26 23:06:57,"@drdagly Reminds me of growing up close to an airport in India and see the air raid sirens go off followed by anti aircraft tracer’s lighting up the skies, except that the Amber alert is on your phone tv and scares the crap out of you the first time you hear it."
2022-03-26 23:06:50,Inter-provincial Amber Alert issued for two northern B.C. children  | https://t.co/6GWu53uDgH https://t.co/NcBzss2Tid
2022-03-26 23:06:16,@chy2400 @boulderpolice @boulderosmp They don't come from the police and they aren't a text. It's an emergency alert from the emergency services dept. it shows up like an amber alert
2022-03-26 23:06:05,Amber Alert issued for two children allegedly abducted in northern B.C. https://t.co/k2AKU83uxS
2022-03-26 23:03:57,The inter-provincial Amber Alert issued this afternoon has been cancelled.
2022-03-26 23:03:48,Fucken Amber Alert scared me when I went to check my phone so I could text my dad to come pick me up earlier holy fuck
2022-03-26 23:03:38,Who is Myra Ballamy? Abducted 10-month-old child AMBER ALERT https://t.co/mi79ymPbUZ
2022-03-26 23:02:25,"@Tintie4 @ArleneJ44 I’m watching Global, they aren’t saying anything about having rescinded the amber alert.

I have undone the retweet."
2022-03-26 23:01:42,If you’re really complaining about an amber alert you need to get a grip
2022-03-26 23:00:59,"BUSH FELON-FIRED U.S. ATTORNEY MS. CAROL LAM, AT QUALCOMM TRIALS THERE IS CROSS-EXTORTIONS AND CROSS-CRITICISM OVER HOSTAGE BINDER/AMBER ALERT CASES AGAINST THOSE BOARD MEMBERS/ASSOCIATES. WE LATER WORK QUALCOMM. SAME PLAY FOR MCDONNELL-DOUGLAS/BOEING MERGER SHOULD APPEAR AT SAIN"
2022-03-26 23:00:56,Amber Alert activated for 2 kids missing from Fort St. John https://t.co/o22NtAe9HO
2022-03-26 23:00:11,"I remember getting an Amber Alert while waiting in line for the Pirates of the Carribean ride in California for some kid abducted in New Mexico, and thinking that was weird. Was I supposed to check the animatronics?"
2022-03-26 23:00:11,"Apparently the Amber Alert was for Fort St. John's (12 hours away) and not St. John's, NL (3 days and five hours away). That makes it less confusing."
2022-03-26 22:58:56,@sierramontezz @TBInvestigation @FranklinTNPD So many children go missing than we think. It’s not roses and rainbows across Tennessee. But this is just strange. Why post about an amber alert and then post quickly that he has been recovered.
2022-03-26 22:58:54,@EmergencyInfoBC @BCRCMP Just got a ding on the cell phone saying this amber alert has been cancelled now. Sure hope it is good news.
2022-03-26 22:58:44,Amber Alert issued for two children allegedly abducted in northern B.C. https://t.co/hcSabEResj
2022-03-26 22:58:24,"@ErikaIsBoredMan @Han46368544 @cbcnewsbc Like, kids go missing in similar circumstances a lot, but we don’t always get an amber alert about it. I also wonder if this would have been the case if these kids were indigenous?"
2022-03-26 22:58:21,"@Amgure1337 @AB_EmergAlert @RCMPAlberta You tweet wad!
It has to meet specific criteria to be an! Amber Alert!""
Educated yourself self please."
2022-03-26 22:57:21,"UPDATE - As of 3:53 p.m., the Amber Alert has been cancelled.  We are waiting to get more information from the RCMP about why it has been cancelled. #yxj #fortstjohn #amberalert #ydq"
2022-03-26 22:57:05,"THOMAS AND MR. MILAN “VENEZIA”, MR. AMIEL CUETO, MR. GEORGE RYAN AND MR. ROBERT ROMANIK. LATEST I ATTEND A MUSIC CONCERT IN CHICAGO, THE YEAR IS PAST 2010 (TEN), THE HOSTAGE/RANSOM/AMBER ALERT BINDER STILL RINGS FROM 1997 (NINETY SEVEN). THE CONCERT IS THE LOLLAPALOOZA SHOW."
2022-03-26 22:56:42,@incognito_nunya Amber alert has just been cancelled. No further info on alert.
2022-03-26 22:56:19,"Mounties said the children were taken against their will from a northern B.C. home and believe the suspects are headed east.
#AmberAlert #YEG
https://t.co/aXOewSWH7f"
2022-03-26 22:56:13,"Mounties said the children were taken against their will from a northern B.C. home and believe the suspects are headed east.
#AmberAlert #YEG
https://t.co/uQzFTegcfB"
2022-03-26 22:55:25,"@JinIon33 @josephpetito I don't know where you are but in TX we have an Amber Alert system but it's for kids &amp; can't be US-wide because sadly a LOT of kids are kidnapped or go missing every day. In this case, it prolly wouldn't have changed bc Gaby was adult &amp; they were on vacation so days before known."
2022-03-26 22:54:35,Making my famous spicy Amber Alert Chili
2022-03-26 22:54:05,@coffeecrew What are the chances that people upset about an amber alert are the same people who refused to wear masks or get vaccinated?
2022-03-26 22:54:02,"Woke to an Amber Alert!
Father taking children away cuz of unfair custody battle, that’s nothing…
But a mother being held against her will WITH their children, now that’s fucked up https://t.co/qBZMOURb7G"
2022-03-26 22:54:00,"Let me just say, that the number of people I see tweeting about the inconvenience of receiving an Amber alert, the insignificance of it in relation to their lives/locales and “your custody dispute is not my emergency” (this one is peak BS), is alarming &amp;  I’m disgusted by you 😐"
2022-03-26 22:53:27,Mother and children abducted and at risk  Inter-provincial Amber Alert issued for two northern B.C. children - Global News https://t.co/X6YUmd8O3K
2022-03-26 22:52:56,"The Amber Alert has been on now for 15 minutes at least: 2 children abducted from Fort St. John, BC: Liam age 4, Myra age 10 months. Suspect Jason Dalrymple, driving a 2004 green Jeep Grand Cherokee, license HT184A. Possibly in Winnipeg area. per RCMP"
2022-03-26 22:52:30,Ppl who post amber alerts on their insta are annoying. Like? You do know that the alert served its purpose.. right?
2022-03-26 22:51:10,@SportPrincess89 He got annoyed with an amber alert?? How soft is this guy?
2022-03-26 22:51:06,"For the Fort St. John Amber Alert, she is asleep in a car on a dead end road. Ford Escape."
2022-03-26 22:49:42,The vehicle involved in the Amber Alert for Winnipeg area https://t.co/PLl8QwelVh
2022-03-26 22:47:46,I was in the middle of a game of Fortnite when I was RUDELY interrupted by the AMBER alert. Are kids that dependant on others that I have to be inconvenienced for three and a half seconds? Unbelievable.
2022-03-26 22:46:28,@canucker101 Everyone else did. It’s an Amber Alert !!
2022-03-26 22:46:14,AMBER ALERT: Suspect with a mother and 2 children could be passing through Manitoba https://t.co/HooyeRH21l
2022-03-26 22:46:12,woke up to an amber alert for a missing 4 and 1 year old. not the way I wanted to wake up 🫥
2022-03-26 22:45:40,An Amber Alert was issued for two children from B.C. Details at 5 SK time w/ GX94 News.
2022-03-26 22:45:31,@rcmpmb have issued this AMBER ALERT .. please retweet &amp; share on any of your social media https://t.co/b9ikXdJ5TK
2022-03-26 22:43:46,"RCMP say that a man who kidnapped a woman and her two children may be in the Winnipeg area.
https://t.co/FFdLq6gNi8 https://t.co/5piNGxRqj2"
2022-03-26 22:43:20,I hope nobody complains to the police about the amber alert
2022-03-26 22:42:58,RCMP activate Amber Alert for 2 missing children from B.C. who may be in Winnipeg https://t.co/XoidWrShYP
2022-03-26 22:42:49,Did anyone of you living in Manitoba get an Amber alert?
2022-03-26 22:42:26,"Amber Alert issued for girl, 14, believed abducted from Magna; suspect also sought
https://t.co/RFVDGCxaar"
2022-03-26 22:42:15,A good song title would be “amber alert at the thrift store”
2022-03-26 22:40:54,"@JustinTrudeau @WFP @WHO @Refugees PLEASE NOTE: AMBER ALERT INITIATED:  
https://t.co/HaYUtB5h9U"
2022-03-26 22:39:50,"@androidA20K @Mei_Mai_Mei some additional info, photos

https://t.co/D4XUFiJWQh"
2022-03-26 22:39:35,@cuddleyjo @akurjata We just got the amber alert message here in Winnipeg. Winnipeggers are keeping an eye out. Hoping they are safe.
2022-03-26 22:39:08,dat amber alert woke me up early im sorry but i was so angry
2022-03-26 22:38:53,"EMERGENCY!! For all those living up north near Canada or in Canada, please share this! I have two friends who received the Amber Alert below. Please help the mom and her two babies get back home safely. https://t.co/chJH0vkzUG"
2022-03-26 22:38:29,@KenzDahuman do you know what an amber alert is
2022-03-26 22:37:58,"In the amber alert, the mother isn’t even mentioned - but news reports indicate she was abducted too. Why doesn’t a woman being abducted warrant a kidnap alert? https://t.co/QbczcVp0Ti"
2022-03-26 22:36:30,if y’all don’t stop tryna kidnap people’s kids..nigga make ya own tf..annoying ass amber alert lol
2022-03-26 22:35:22,"🚨AMBER ALERT🚨 

Two babies, Liam 4 and Myra 10 months have been abducted from Fort St. John, BC by JASON DALRYMPLE. 

Possibly in a green Grand Cherokee with license plate number HT184A. https://t.co/FSMsmzVaft"
2022-03-26 22:35:16,Amber Alert #Winnipeg keep your eyes peeled https://t.co/TLBxJvlcnR
2022-03-26 22:34:49,"@cbcnewsbc An Amber Alert is for abducted children. It’s not for earthquakes and large-scale disasters. This is not ‘abusing this system’, it’s literally for this."
2022-03-26 22:33:35,AMBER ALERT ACROSS CANADA 2004 GREEN JEEP GRAND CHEROKEE BC PLATE HT184A https://t.co/fWMLfArArl
2022-03-26 22:33:24,Amber Alert for those who didn’t get it in Manitoba. Was alerted earlier in Saskatchewan as well. https://t.co/lIIG3IAXAg
2022-03-26 22:33:11,does anyone know what the amber alert was abt??
2022-03-26 22:32:57,Amber alert!! Jump scare!!!! https://t.co/CfzFWfzwtE
2022-03-26 22:32:49,"Amber Alert went off on my phone and TV at the same time, what’s scarier is how often we get them here : ("
2022-03-26 22:32:25,the fucking canada amber alert gave me a heart attack of a lifetime anyway how you guys doin
2022-03-26 22:32:10,Fuck the amber alert I’m trying to watch march madness
2022-03-26 22:31:44,I’ll throw hands with anyone that bitches about that Amber Alert
2022-03-26 22:31:19,In case anyone missed the Amber Alert: https://t.co/SojFJjf8OQ
2022-03-26 22:31:14,"BREAKING: Manitoba EMO has finally relayed the BC RCMP's AMBER Alert into Manitoba, 75 minutes after it was relayed by Saskatchewan."
2022-03-26 22:31:05,"BREAKING: Manitoba EMO has finally relayed the BC RCMP's AMBER Alert into Manitoba, 75 minutes after it was relayed by Saskatchewan."
2022-03-26 22:30:58,Anybody just receive an Amber Alert?
2022-03-26 22:30:55,Nothing like an amber alert to make you almost piss yourself before kinsmen bingo
2022-03-26 22:30:50,Holy shit that amber alert scared the shit out of me
2022-03-26 22:30:47,Cue the amber alert bitching...
2022-03-26 22:30:40,RCMP issue Amber Alert for 2 missing B.C. children possibly travelling to Ontario https://t.co/f19tin4cDG
2022-03-26 22:30:36,Deadass I’m falling asleep and get ear raped by an amber alert
2022-03-26 22:30:26,Honestly when that amber alert went off I just assumed it was nukes
2022-03-26 22:30:14,Just got an amber alert anyone else?
2022-03-26 22:30:02,Got an amber alert while sleeping. HOLY FUCK I SEE DEMONS
2022-03-26 22:30:02,"Shared: Amber Alert Alert - Southern and Central Manitoba, MB https://t.co/hO8NI7Noms https://t.co/opLfnBx3hH"
2022-03-26 22:26:52,just wanna hug my nieces when i hear an update of the Amber Alert
2022-03-26 22:26:09,@incognito_nunya @BillRiver5 2 days ago? The Amber Alert only came this morning
2022-03-26 22:25:14,"@suko_tachi @BenTDooley What if someone from Vancouver was up in that area? What if that someone drove by the vehicle, or saw them in a gas station and knew nothing? That's why an Amber Alert is province wide"
2022-03-26 22:24:12,@StarsgmaVargas @PalmerReport His mind has an Amber Alert but nobody is reporting any sightings of it.
2022-03-26 22:23:21,@eigenseries you get the amber alert too? That's a wide area if so...
2022-03-26 22:22:52,"Since the beginning of the war started by 🇷🇺, 136 children were killed in #Ukraine. No one would push Amber Alert for them @JustinTrudeau. Save 🇺🇦 children! Help Ukraine with anti-aircraft weapons!

RIP, our little angels... We will never forgive!
#IStandWithUkriane #StopPutin https://t.co/r0FpQtcXrS"
2022-03-26 22:22:38,@Crackmacs @adolwyn I've also got the amber alert in Saskatchewan.
2022-03-26 22:22:33,i got an amber alert while i was driving and i thought my car was self destructing
2022-03-26 22:21:41,@CodieneC @DrJayDrNo @MJGlass2 Are you referring to the amber alert from St JOhn RCMP?   Why did we get it here in Sask? https://t.co/dZhOlEtgFk
2022-03-26 22:21:40,Look at those groceries and market towns. No whites and blacks? And they encourage everybody to work and listen to the news that is whatever are those indorsements for the royals to keep up with. Recorded news as live news. Like amber alert?
2022-03-26 22:20:54,AMBER ALERT: Four-year-old Liam Ballamy and infant Myra Ballamy abducted in Fort St. John https://t.co/gYNLnPkAOV
2022-03-26 22:16:00,B.C. AMBER ALERT: Two young children believed abducted from Fort St. John https://t.co/YoiJAGazU2
