datetime,tweet
2022-03-29 10:41:39,"@akintonmide Sad thing is, the outrage is more on Twitter and some parts of Facebook.

We has a country, we have not gotten things right in terms of information dissemination. Isn't an amber alert supposed to go out? Or all news and radio be talking about this?
Has your president spoken ?"
2022-03-29 10:36:57,Police looking for missing 11-year-old India Jackson  https://t.co/rKltH9OxhL via @ABC13Houston
2022-03-29 10:34:17,"PC Sleeves Sale Alert!!
P80 per pack of 50 in any of these sizes 👇
🛒 Sultan Kpop Sleeves (55x86): https://t.co/DUYTR0Fvtv
🛒 Sultan Amethyst (56x87): https://t.co/ZsLqkTJZxs
🛒 Sultan Topaz (57.5x89): https://t.co/PM9QavPAPQ
🛒 Sultan Amber (59x86): https://t.co/nFN2ei3Enx"
2022-03-29 10:27:00,"PLEASE SHARE: India was last seen at her home on the 2000 block of Bentwood Dr. wearing a shirt with a rainbow and her hair in two puffy ponytails. @abc13houston

https://t.co/tbdGnK63z3"
2022-03-29 09:59:21,"And again, my phone has not buzzed once about a missing child right here in town, but the state will send one out at 4:45 am about a case 250 miles away. The Amber Alert system needs some serious fine-tuning to maximize effectiveness. https://t.co/hXCD7AqC2S"
2022-03-29 09:48:27,I feel like the emphasis is how we’re being mocked that we don’t even have to watch the show and it’ll still manage to control the conversation or come up like an amber alert - like the Super bowl. When I tell you I avoided it and I was still forced to watch…feels violating https://t.co/xLKo2kFeBM
2022-03-29 09:30:56,.@cicpc094 missing children alert from chile kidnapping of two minors please activate amber notification in chile - venezuela it is urgent to locate the minors https://t.co/dViy5qOl6t
2022-03-29 09:27:32,"@Geosorno01 @INTERPOL_HQ kidnapped minors alert missing child amber chile
dear interpol inform us kidnapping of minors please publish"
2022-03-29 08:40:01,India was last seen at her home on the 2000 block of Bentwood Dr. wearing a shirt with a rainbow and her hair in two puffy ponytails  https://t.co/ty0Q4bzWCl
2022-03-29 07:06:35,"NCMEC Missing Child Alert:

Tanaisha Davis, Age Now: 14, Missing: 03/21/2022. Missing From #MINNEAPOLIS, MN. ANYONE HAVING INFORMATION SHOULD CONTACT: @HennepinSheriff (#Minnesota) 1-952-258-5321.

Note: this is *NOT* an AMBER Alert.

#MissingChild https://t.co/o6BWH9u7yJ"
2022-03-29 06:01:07,"@thatchetthief @Adam_Stirling Hmm, wonder if the truckers agree with Tee Kay's theory that the convoy drama was supercharged from all the 5G waves radiating from saturday's Amber Alert 🤷‍♀️"
2022-03-29 05:57:17,"[Download] EBOOK 〈Night Eternal: January 1st to January 11th (Amber Alert Book 3)〉▶️ by Nick van der Leek
✓The easy way to download
✓Always available
✓Free to download https://t.co/2nm2uIuxzL"
2022-03-29 05:43:06,@PattyArquette @blackandmissing I don’t know how I live in Philadelphia and had no idea that this happened. Philadelphia’s crime rate has skyrocketed and it’s become increasingly dangerous. We’re moving in two weeks and I’m counting the days. I don’t even remember getting an Amber alert..?
2022-03-29 05:25:58,"I do think people get the wrong idea about Amber Alerts. It's just an alert to let you know that a child is missing. It's not saying that you have to go and look for the child. If you complain about Amber Alerts, then you're an asshole."
2022-03-29 05:01:56,"@JoeHoldenCBS3 This is horrific. It’s 2020. How do we not have a warning system in place for stuff like this? I understand it doesn’t take a long time for this situation to arise, but a warning text like the amber alert with specific location could significantly reduce something like this."
2022-03-29 04:54:45,"Thinking about that recent #amberalert, and how cops refused to use that amber alert system when a antivax dad kidnapped his daughter and was on the run for like 4 months"
2022-03-29 04:25:56,@Kevin_A_Reilly Don Henley said he thought it was an amber alert. His first ever snow squall warning
2022-03-29 03:21:20,DRAMA ALERT! Joseline Hernandez Mortal Kombats Amber &amp; WILL SMITH SMACKS... https://t.co/pgpt8yRQJ1 via @YouTube 😭😭😭😭
2022-03-29 02:49:43,Still No Amber alert for #codibigsby The criteria‘s need to change on who meets them ! If a person is reported missing then there should be a #AmberAlert No matter why!https://t.co/xfL3sAHMx4 @DatelineNBC @GovernorVA @VP https://t.co/68xGfrYahz
2022-03-29 02:40:58,Let's all keep an eye out https://t.co/fLaBnTLFsu
2022-03-29 02:26:30,@ENSAlerts hi eas how r u im skytrains can u amber alert me
2022-03-29 01:23:06,"""Did you get the amber alert about the squall earlier?"""
2022-03-29 01:21:30,Why is twitter showing me this? Is it an amber alert https://t.co/KKGN9AtavA
2022-03-29 01:13:31,"MISSING: Police looking for missing 11-year-old India Jackson, @ABC13HOUSTON 
https://t.co/Luxo4yIJsy"
2022-03-29 01:02:29,Someone send out an Amber Alert for ANDREW CHRISTIAN WIGGINS!!!
2022-03-29 01:00:27,I think we need to put out an amber alert for Garland
2022-03-29 00:42:36,"🎁Giveaway alert🎁

5 winners will get:

🍀WL spot from our friends @NearMechaDroids
🍀1 NEAR from AMBER project
To enter:
Join Amber discord🔽 react🎉
https://t.co/xUFCGLLCyx"
2022-03-29 00:20:02,India was last seen at her home on the 2000 block of Bentwood Dr. wearing a shirt with a rainbow and her hair in two puffy ponytails  https://t.co/ljeq80ZRnt
2022-03-29 00:13:04,@MJPatchouli This guy is a walking AMBER ALERT 🚨 🚨 🚨
