DATETIME,TWEET,SENTIMENT
31/3/2022 0:19,b'HELP BRING HAYLEE MCCAIN HOME \n#missing #MissingPersons #SilverAlert #AmberAlert #MissingChild #missingperson\xe2\x80\xa6 https://t.co/8wEx6z4TJ6',0
30/3/2022 22:58,b'FAITH HOPPENS 16  IS MISSING FROM LAWRENCE KANSAS.  HAVE YOU SEEN HER?  #FAITHHOPPENS #MISSING #MissingChild\xe2\x80\xa6 https://t.co/LNvGY5ifuc',0
30/3/2022 22:38,"b'MADDOX DIXON 13 IS MISSING OUT OF GLENDALE ARIZONA, HAVE YOU SEEN HIM?\n\n#MADDOXDIXON #GLENDALE #Arizona\xe2\x80\xa6 https://t.co/1uWZyUekCG'",0
30/3/2022 17:20,b'@OhBeing #AmberAlert cancelled. Children found safe.',0
30/3/2022 17:19,"b'HAVE YOU SEEN DULCE MARIA ALAVEZ?\n\nPLEASE LIKE, SHARE AND SUBSCRIBE\n#AmberAlert #missing #MissingPersons\xe2\x80\xa6 https://t.co/Bu0ukm5Nqr'",0
30/3/2022 17:19,b'@CKNW #AmberAlert cancelled. Children found safe.',0
30/3/2022 17:18,b'#AmberAlert cancelled. Children found safe.',0
30/3/2022 17:18,b'#AmberAlert cancelled. Children found safe.',0
30/3/2022 17:17,"b""Remember him?? This is the guy who took off with his neighbor's 5-year-old child and fled Ohio last year!!\xe2\x80\xa6 https://t.co/GCs1p8jQiv""",0
30/3/2022 4:50,"b'Donors donating blood provide a glimpse of hope. About 1 in 7 people need blood, entering the hospital bed.\nAndroid\xe2\x80\xa6 https://t.co/0IHjhq99yE'",0
30/3/2022 3:51,b'This baby #CodiBigsby has not been found as of today! We are in the 9th week and No Updates No #AmberAlert ! The co\xe2\x80\xa6 https://t.co/aPLlyFmBrA',0
30/3/2022 3:50,b'@SenLouiseLucas @VASenateDems Please come to Hampton and help us find #CodiBigsby - Missing 9 weeks now.\xe2\x80\xa6 https://t.co/x8Wkv7hpPE',0
30/3/2022 0:50,b'This baby #CodiBigsby has not been found as of today! We are in the 9th week and No Updates No #AmberAlert ! The co\xe2\x80\xa6 https://t.co/13rhAONr7a',0
29/3/2022 23:14,b'@WTKR3 @GovernorVA @WAVY_News @KatieCollettTV @NancyGrace @shaunking @untilfreedom @CourtTV @MissingKids\xe2\x80\xa6 https://t.co/qLqQjeJ88V',0
29/3/2022 23:12,"b'HELP FIND BETTY SUE TAYLOR \n\nPLEASE LIKE, SHARE, SUBSCRIBE AND #RETWEEET \n\n#Missing #MissingChild #AmberAlert\xe2\x80\xa6 https://t.co/mcLGXciwxp'",0
29/3/2022 22:19,b'\xf0\x9f\x92\x99 We will be coordinating search parties Tuesdays &amp; Thursdays. Volunteer information can be found on the\xe2\x80\xa6 https://t.co/2oNBaWDS62',0
29/3/2022 22:03,"b'JAMES BROWN IS MISSING OUT OF PICKERINGTON, OHIO.  HAVE YOU SEEN HIM?\n\nhttps://t.co/11Y5I4WOjN\n\n#Missing\xe2\x80\xa6 https://t.co/fwX7hVhhZn'",0
29/3/2022 21:37,b'#BringOurMissingHome\n#AmberAlert\n#truecrimecommunity \n#PositiveVibes\nLets Works Together To answer the call . https://t.co/SQrG5VvY2z',0
29/3/2022 21:35,"b'HELP FIND MARISSA LOUISE BLACKSMITH\n\nhttps://t.co/QCBZ2erVeS\n\nPlease like, share, subscribe and retweet\n\n#Missing\xe2\x80\xa6 https://t.co/eggFNb7L4N'",0
29/3/2022 21:21,"b""Why do Amber alerts on our phones not come with a picture when available? Also, why aren't ALL local missing childr\xe2\x80\xa6 https://t.co/w7KkFjpDdq""",1
29/3/2022 20:21,"b'Here is a new creator to YouTube, Great channel, Please go subscribe and help to grow her channel.\n\n#truecrime\xe2\x80\xa6 https://t.co/NG1ltsiJOY'",0
29/3/2022 18:10,"b""#DenisePipitone \xf0\x9f\x86\x98 is unaware of her past.\n If you have a similarity and you're 22 years old\nmaybe you are the young\xe2\x80\xa6 https://t.co/S5FMfYmYdQ""",0
29/3/2022 17:40,b'\xf0\x9f\x8c\x9f Please Watch &amp; Share \xf0\x9f\x8c\x9f\n\nINFANT ABDUCTION! We can be her #AMBERAlert #IrisChidester #Missing #NewYork\xe2\x80\xa6 https://t.co/UrKXsdIJUu',0
29/3/2022 8:34,"b'SEE Something, SAY Something \xf0\x9f\x9a\xa8\n#RetweetMaster #MichaelVaughan\nCALL Tanea Parmenter 208.884.7137\nActivate\xe2\x80\xa6 https://t.co/TKj3tX6GRh'",0
29/3/2022 5:50,b'Why do you need a Help Center?\nAndroid: https://t.co/6xBhravm7c\niOS: https://t.co/Q2fXYir20U\n#Helpy #Help\xe2\x80\xa6 https://t.co/RL7rdr78ag',0
29/3/2022 4:54,"b'Thinking about that recent #amberalert, and how cops refused to use that amber alert system when a antivax dad kidn\xe2\x80\xa6 https://t.co/186RjYn3W1'",0
29/3/2022 3:24,"b""12-year-old girl vanishes after telling dad she was taking walk.\n\nLET'S FIND HER ARIZONA!\n\nHER MOTHER IS PLEADING S\xe2\x80\xa6 https://t.co/JoEcyf1EPk""",0
29/3/2022 2:49,b'Still No Amber alert for #codibigsby The criteria\xe2\x80\x98s need to change on who meets them ! If a person is reported miss\xe2\x80\xa6 https://t.co/XZGgUSvo1j',0
28/3/2022 23:44,b'@OttawaCitizen Why does this not constitute an #AmberAlert? A little girl is missing\xe2\x80\xa6',0
28/3/2022 18:25,b'We need as many people as possible to volunteer and search. We will also be passing out missing flyers. \n\nNo\xe2\x80\xa6 https://t.co/a8bC2bmFXc',0
28/3/2022 16:21,b'AMBERALERT! Still missing! One year old Jos\xc3\xa9 Lara was last seen this Sunday playing in his Putnam County home backy\xe2\x80\xa6 https://t.co/dquPGdBmoS',0
28/3/2022 16:14,"b""A #toddler #missing near #swamp &amp; #woods doesn't trigger an #AMBERAlert or an #URGENT #ENDANGERED #ALERT of some ki\xe2\x80\xa6 https://t.co/iy3Gu6NlVa""",0
28/3/2022 15:56,"b'@hummingbirdess I understand, mom went inside house to clean up older child &amp; left the 1 1/2 year-old Jose in back\xe2\x80\xa6 https://t.co/FQlcczbM9V'",0
28/3/2022 15:44,b'#AmberAlert \xf0\x9f\x86\x98\xf0\x9f\x87\xae\xf0\x9f\x87\xb9#Missing #MissingPerson \n#missingpersons Have you seen her? do you recognise yourself? If you have i\xe2\x80\xa6 https://t.co/DfDMItvPvS',0
28/3/2022 15:17,"b'Crickets on Meadows!!!\xf0\x9f\xa6\x97 Maybe if #GinniThomasSeditiousConspirator is referred for indictment, there might be a dual\xe2\x80\xa6 https://t.co/V1w2tED6lA'",0
28/3/2022 14:53,b'@Christo99407429 @Stacy_NonSurfer Is this the same @ISPHeadquarters @Col_WillsISP that mysteriously changed their\xe2\x80\xa6 https://t.co/7fx3nfu91s',0
28/3/2022 11:45,"b""#DenisePipitone \xf0\x9f\x86\x98 is unaware of her past.\n If you have a similarity and you're 22 years old\nmaybe you are the young\xe2\x80\xa6 https://t.co/hxxhCoVZvX""",0
28/3/2022 9:55,"b""ICYMI: We're staying on the search for this toddler until he's found &amp; returned home. Little Jose has been missing\xe2\x80\xa6 https://t.co/6bZsdGXx5E""",0
28/3/2022 6:53,"b'GAYDEN RUSSELL, 13, IS MISSING OUT OF PLANTATION FLORIDA.  HAVE YOU SEEN HIM?\n\nPLEASE LIKE, SHARE, SUBSCRIBE AND RE\xe2\x80\xa6 https://t.co/d98nNXM7MQ'",0
28/3/2022 6:35,"b'HELP FIND MISSING JOSE LARA, CRESCENT CITY, FL\n\nhttps://t.co/6XdxDeqCre\nPLEASE LIKE SHARE, SUBSCRIBE AND RETWEET\xe2\x80\xa6 https://t.co/eWaSNJHhCk'",0
28/3/2022 4:58,b'@Brian_Dell @Mellow4orever @loveyourcake You can stop talking about my family any time. #AmberAlert',0
27/3/2022 21:58,"b'""Ontario Provincial Police (OPP) confirmed that they had located the vehicle &amp; the four individuals in Kenora, Ont.\xe2\x80\xa6 https://t.co/IOkyi5Kgvw'",0
27/3/2022 21:25,"b""Check out The CAR Guys (Big Easy Bob Oh)'s video! #TikTok https://t.co/XnGPgU4TxZ #AmberAlert""",0
27/3/2022 20:38,"b'FYI, California has an Alert system based on location, type of alert, time since person missing and would have been\xe2\x80\xa6 https://t.co/SkcMbQEWnX'",0
27/3/2022 20:22,b'Need a website for your business or for yourself then what are you waiting for feel free to contact me\xe2\x80\xa6 https://t.co/KyaquocNR6',0
27/3/2022 20:21,"b'Amber Alert cancelled, suspect in custody \n\nWow!  Well done #Kenora OPP!  #amberalert \xe2\x81\xa6@OPP_NWR\xe2\x81\xa9  https://t.co/HYbftwX94j'",0
27/3/2022 20:05,b'Children missing from Fort St. John found by police in Ontario https://t.co/JmbFOYLCKY #AmberAlert  update  Kids found in #Ontario #Canada',0
27/3/2022 19:21,"b'4 those upset over Amber Alerts interrupting their radio listening, tv watching, &amp; cell phones going off in public:\xe2\x80\xa6 https://t.co/0BlqIzRvWP'",0
27/3/2022 17:09,"b'Children missing from Fort St. John, BC found by police in Ontario after Amber Alert Issued. -\xe2\x80\xa6 https://t.co/9F07GizJsn'",0
27/3/2022 16:34,"b""@Todd_Quartered @lumsdominator @cbcnewsbc Very valid question (and I agree with what you're saying).\n\nI'm am always\xe2\x80\xa6 https://t.co/pehYwcQLrw""",0
27/3/2022 14:23,"b""#AmberAlert: Ridiculous you can't opt out of these.""",0
27/3/2022 14:22,"b""#DenisePipitone \xf0\x9f\x86\x98 is unaware of her past.\n If you have a similarity and you're 22 years old\nmaybe you are the young\xe2\x80\xa6 https://t.co/yPHa8rQdEK""",0
27/3/2022 10:16,b'#dkoding\nOvercautious Johnny Depp Taking The First Project After Being Banned Way Too Seriously \n@kaistha_deepak\xe2\x80\xa6 https://t.co/OSNIDyQrdK',0
27/3/2022 4:36,"b'@dianemariereid They were found safe, in Ontario. \n#AmberAlert works. \n\xf0\x9f\x92\x96\xf0\x9f\x92\x96\xf0\x9f\x92\x96'",0
27/3/2022 3:13,"b""@NatalieLanovill @Kim_SmithTV @kevole it seems they ignored the mom...she's OK \nand the initial #AmberAlert did not\xe2\x80\xa6 https://t.co/do3zbXhTj7""",0
27/3/2022 2:55,b'#AmberAlert #BC tweets deleted - they have been found in #Ont',0
27/3/2022 2:09,"b'""The alert was cancelled just before 4 p.m. PT Saturday after the mother and children were found safe near Kenora,\xe2\x80\xa6 https://t.co/B2ETizOHg0'",0
27/3/2022 1:55,b'This Nigga Bishop and his #AmberAlert on fbook \xf0\x9f\x98\x82',0
27/3/2022 1:40,b'Good news #Sask #amberalert cancelled https://t.co/1sMT0g5eTR',0
27/3/2022 1:28,"b'When we landed in YVR, everyone on the plane got the #AmberAlert at the same time. Not the first sound you want to hear on landing.'",0
27/3/2022 1:15,b'Children have been found safe in Ontario.\n\nYay!! \n\n#AmberAlert called off. Thx for the retweets peeps! https://t.co/dMwwl5hQPr',0
27/3/2022 1:14,b'May I say I think there are too many Amber Alerts?  This #AmberAlert was issued for Vancouver despite other police\xe2\x80\xa6 https://t.co/uW6MrZk0CH',0
27/3/2022 1:09,b'#AMBERALERT Cancelled! https://t.co/mWj3WekMk9',0
27/3/2022 0:58,b'#amberAlert @AMBERAlert  people like this  @lumsdominator are the reason some endangered kids are not saved.  This\xe2\x80\xa6 https://t.co/MrqfIIjnzt',0
27/3/2022 0:49,b'#AmberAlert AB has been canceled.',0
27/3/2022 0:37,"b""'Amber Alert' in the city! \n#Vancouver #AmberAlert""",0
27/3/2022 0:29,"b'CANCELLED: #AmberAlert for Liam, Myra &amp; Dawn Bellamy. Follow @BCRCMP for further updates. #BC #FortStJohn #YXJ - Ma\xe2\x80\xa6 https://t.co/ycW6ZJ8TBt'",0
27/3/2022 0:26,b'BC #AmberAlert has ended. The suspect has been located and is in police custody. The mother and two children are sa\xe2\x80\xa6 https://t.co/kXtezSiW42',0
27/3/2022 0:18,b'#AmberAlert \n\nCOULD BE IN WINNIPEG https://t.co/GqPh1zcEv8',0
27/3/2022 0:16,b'#AmberAlert in BC and Alberta has been cancelled \n\nThe mother of two children are safe and the suspected abductor\xe2\x80\xa6 https://t.co/4Q728kKZgQ',0
27/3/2022 0:10,b'@Leah_Holiove Kids are ok Dad is in custody #AmberAlert cancelled they were apparently found somewhere in Ontario',0
27/3/2022 0:06,b'@DrJayDrNo Gods be thanked!\xf0\x9f\x98\x81 #AmberAlert worked!\xf0\x9f\x98\x82 https://t.co/HWqFULvhaL',0
27/3/2022 0:05,b'#Winnipeg #Manitoba and Western Canada #Saskatchewan #Alberta #BritishColumbia be on the lookout for this people. B\xe2\x80\xa6 https://t.co/q3HnZQ5uSw',0
27/3/2022 0:03,b'Hey @globeandmail so there\xe2\x80\x99s an #AmberAlert and the content is only available to subscribers?Thank god it was cance\xe2\x80\xa6 https://t.co/lgUfjPdrKm',0
26/3/2022 23:58,b'#AmberAlert #Cancelled #Located #Ontario #missingfromBC Thank you everyone for sharing. The man is in custody and t\xe2\x80\xa6 https://t.co/4LVf0aKQpw',0
26/3/2022 23:58,"b'VERY good news, thank goodness. #AmberAlert https://t.co/OU4RGrx3Zk'",0
26/3/2022 23:47,"b'A Fort St. John mother and her two children have been found in Kenora, Ontario and Jason Dalrymple, who allegedly a\xe2\x80\xa6 https://t.co/YI7eh0YFv1'",0
26/3/2022 23:45,b'#AmberAlert issued for a mother and her two children from Fort St. John #BC has been deactivated. RCMP say one man\xe2\x80\xa6 https://t.co/jsNF4uM9FI',0
26/3/2022 23:44,b'UPDATE: This #AmberAlert has been cancelled because 2 children and their mom have been found safe. https://t.co/FlkMxMhUSo',0
26/3/2022 23:42,b'@DriveBC @BCRCMP @511Alberta Yes!!   And this is why we have #AmberAlert',0
26/3/2022 23:41,b'This is excellent news. #AmberAlert https://t.co/5NvqrZG3Vu',0
26/3/2022 23:40,b'#AmberAlert canceled.  Suspect in custody https://t.co/48NICpLVze',0
26/3/2022 23:38,"b'The @BCRCMP Amber Alert for two children from Fort St. John, B.C. has been cancelled as of Saturday 2022-03-26 4:21\xe2\x80\xa6 https://t.co/Vj2FjRskeM'",0
26/3/2022 23:35,b'#AmberAlert\n\nOriginally @BCRCMP \n\nMay now be in Manitoba. https://t.co/M4oeKXp5y1 https://t.co/mJtv3tPho8',0
26/3/2022 23:34,b'An #AmberAlert  issued earlier in the day for a pair of northern BC children has been cancelled.\n\n https://t.co/Hq0Muq4zFQ',0
26/3/2022 23:33,b'Amber Alert Cancelled - Two children and Woman abducted in northern British Columbia - 4-year-old Liam Ballamy and\xe2\x80\xa6 https://t.co/nzNhZn9CzM',0
26/3/2022 23:30,b'UPDATE via @EmergencyInfoBC - #AmberAlert for the BELLAMY children cancelled. Update to come from the @BCRCMP. https://t.co/mRBniRQIVJ',0
26/3/2022 23:26,b'This #amberalert has been cancelled. https://t.co/tMINVakQtY',0
26/3/2022 23:25,"b'CANCELLED: #AmberAlert for Liam, Myra &amp; Dawn Bellamy. Follow @BCRCMP for further updates. #BC #FortStJohn #YXJ'",0
26/3/2022 23:20,b'The #AmberAlert has been cancelled. More information still to come.',0
26/3/2022 23:20,b'The #AmberAlert has been cancelled. More information still to come.',0
26/3/2022 23:14,b'Thank god #Breaking #AmberAlert https://t.co/f8sh5qBBHX',0
26/3/2022 23:11,b'#AmberAlert cancelled https://t.co/A2wHt0eQrn',0
26/3/2022 23:08,b'#AmberAlert #FortStJohn Amber Alert has been lifted no word on where they where found hopefully we will get an update soon.',0
26/3/2022 23:07,b'#AmberAlert cancelled. Children found safe.',0
26/3/2022 23:03,b'@DrJayDrNo #AmberAlert was just cancelled! By the #RCMP Could be good news!\xf0\x9f\x98\x81',0
26/3/2022 23:02,"b""My phone's emergency alert just said the #AmberAlert ended. Waiting on official word why. \xf0\x9f\x91\x80 Hopefully they found everyone safe.""",0
26/3/2022 23:01,b'#AmberAlert Cancelled https://t.co/BvVsXwdOtA',0
26/3/2022 22:57,b'#AmberAlert in BC ended? What does that mean? I hope they are safe and duffus is in custody \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc',0
26/3/2022 22:57,b'Apparently #AmberAlert  is cancelled https://t.co/sHXHaX9u3q',0
26/3/2022 22:57,"b'UPDATE - As of 3:53 p.m., the Amber Alert has been cancelled.  We are waiting to get more information from the RCMP\xe2\x80\xa6 https://t.co/6SCt3RCwdA'",0
26/3/2022 22:56,b'Mounties said the children were taken against their will from a northern B.C. home and believe the suspects are hea\xe2\x80\xa6 https://t.co/xFgBA9H3dF',0
26/3/2022 22:56,b'Mounties said the children were taken against their will from a northern B.C. home and believe the suspects are hea\xe2\x80\xa6 https://t.co/hOfmmmIlKI',0
26/3/2022 22:48,b'Oh sh*t! I think we\xe2\x80\x99re dead soon\xe2\x80\xa6 #AmberAlert @winni134_gaming @Mayor_Bowman @Braiden86705629 @PsychicMedium82 https://t.co/A4eP22VzjX',0
26/3/2022 22:44,b'Bruh the #AmberAlert scared the shit out of me while I was relaxing in my bed.',0
26/3/2022 22:38,b'Anyone in #Manitoba that\xe2\x80\x99s pissed off because of the #AmberAlert that was sent to mobile devices by the #RCMP is an\xe2\x80\xa6 https://t.co/52PO2nX51U',0
26/3/2022 22:37,"b'While I hate that an #amberalert needed to be issued, I loved hearing all the devices going off around me as everyo\xe2\x80\xa6 https://t.co/i97bDAI2Jm'",0
26/3/2022 22:36,"b'#amberalert #winnipeg #mb \nLICENSE PLATE- HT184A, 2004 GREEN JEEP CHEROKEE, SUSPECT - JASON DALRYMPLE https://t.co/0rr2QtOSh7'",0
26/3/2022 22:34,b'#amberalert LICENSE PLATE - HR184A\n2004 GRAND JEEP CHEROKEE\n\nSuspect- JASON DALRYMPLE https://t.co/gpOwaA76kV',0
26/3/2022 22:34,b'And another #AmberAlert for the four year old and 10 month old. \n\nAlso this alert asking people to look for the jee\xe2\x80\xa6 https://t.co/6rZaUEZ9Uy',0
26/3/2022 22:34,"b'#AmberAlert\nOhhhhh, the suspect is gonna get it https://t.co/s8uG9SaSMY'",0
26/3/2022 22:32,"b'#AmberAlert \n\nBC friends, stay safe&lt;3 https://t.co/WupoKz6fzs'",0
26/3/2022 22:32,b'#AmberAlert goes off during a @jeffdunham show in Winnipeg.',0
26/3/2022 22:30,b'Ooooo my phone is going crazyy #AmberAlert #Manitoba https://t.co/oxu6u58kJd',0
26/3/2022 22:29,b'An #AmberAlert has also been issued by Alberta &amp; Saskatchewan RCMP.\nAlberta info: https://t.co/CFTb8mtcnF\nSaskatche\xe2\x80\xa6 https://t.co/WwcdjTMPKB',0
26/3/2022 22:28,b'Never wish me bad cause I never for once did \xf0\x9f\x99\x8f this life is too short\n\nHow I wish my bank account can just touch Je\xe2\x80\xa6 https://t.co/StBrnCWfxS',0
26/3/2022 22:17,b'#Canada #AmberAlert #child abduction https://t.co/W4UVIHXd5f',0
26/3/2022 22:16,"b""Third time's the charm? #AmberAlert https://t.co/cjMnrAzVrN""",0
26/3/2022 22:16,b'#DenisePipitone #AmberAlert \xf0\x9f\x86\x98\xf0\x9f\x87\xae\xf0\x9f\x87\xb9#Missing #MissingPerson #Europe \n#missingpersons Have you seen her? do you recognise\xe2\x80\xa6 https://t.co/ngX9E9aRyG',0
26/3/2022 22:15,"b'Everytime I hear that tone on the air and I know how quickly we move to get it there, my heart sinks, and I always\xe2\x80\xa6 https://t.co/mUyRzzb0xL'",0
26/3/2022 22:08,b'#AmberAlert\nIt\xe2\x80\x99s bad an all. But did they really have to make it sound like the world was ending? Like fr my phone won\xe2\x80\x99t chill.',0
26/3/2022 22:05,b'Mounties said the children were taken against their will from a northern B.C. home and believe the suspects are hea\xe2\x80\xa6 https://t.co/m2RkSt9LtS',0
26/3/2022 22:05,b'Mounties said the children were taken against their will from a northern B.C. home and believe the suspects are hea\xe2\x80\xa6 https://t.co/xWHb81Rt0x',0
26/3/2022 22:05,b'Mounties said the children were taken against their will from a northern B.C. home and believe the suspects are hea\xe2\x80\xa6 https://t.co/uGsHyepqXt',0
26/3/2022 21:49,"b'@lumsdominator @AMedicsMind @cbcnewsbc The #AmberAlert system is asking the public to watch out for this guy, the k\xe2\x80\xa6 https://t.co/NYA3B7thdX'",0
26/3/2022 21:46,"b""\xf0\x9f\x86\x98#DenisePipitone is unaware of her past.\n If you have a similarity and you're 22 years old\nmaybe you are the young\xe2\x80\xa6 https://t.co/DW8ABN6F7F""",0
26/3/2022 21:42,"b'May be headed east to Ontario:\n""In a media release, Fort St. John RCMP said they have grounds to believe the mother\xe2\x80\xa6 https://t.co/NK5pbYDsvN'",0
26/3/2022 21:39,"b'#AmberAlert on my cell today:\n\nPLEASE SHARE:\n\xf0\x9f\x94\xb6\xf0\x9f\x9f\xa0\xf0\x9f\x9f\xa7 Amber Alert for Alberta! \xf0\x9f\x9f\xa7\xf0\x9f\x94\xb6\xf0\x9f\x9f\xa0\nAlberta, BC and Saskatchewan. https://t.co/mIlngH463N'",0
26/3/2022 21:37,b'#AmberAlert continues. https://t.co/cTLZPXxKoB',0
26/3/2022 21:35,b'#AmberAlert issued by @FortStJohnRCMP for 4 year old Liam Ballamy and 10 month old Myra Ballamy. Suspect is Jason D\xe2\x80\xa6 https://t.co/aM9ubs4x9W',0
26/3/2022 21:35,"b""@loveyourcake Me not so much. That's my cousins who are missing....maybe think about someone besides yourself?\n\n#AmberAlert""",0
26/3/2022 21:34,b'Stay alert \xf0\x9f\x9a\xa8 #AmberAlert #BCAmberAlert #fortstjohn https://t.co/klbANUL1gc',0
26/3/2022 21:33,b'#AmberAlert #northernBC #BritishColumbia #jasondalrymple These two children and their mother are at risk. # BOLO https://t.co/wnQ8y7bTQz',0
26/3/2022 21:30,"b""#AMBERALERT LET'S FIND THESE KIDS \xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87 https://t.co/cob0zlfqiE""",0
26/3/2022 21:30,"b'For detailed info to help locate 4-year-old Liam Bellamy, 10-month-old Myra Bellamy &amp; 23-year-old Dawn Bellamy revi\xe2\x80\xa6 https://t.co/NJkLYXp1Rr'",0
26/3/2022 21:27,"b'RCMP issues amber alert after alleged abduction of mother and two children in Fort St. John:\n\n""Mounties are looking\xe2\x80\xa6 https://t.co/ha8kR2bCA7'",0
26/3/2022 21:23,"b'#BOLO #AmberAlert #FortStJohn #RCMP jeep@grand Cherokee license plate HT184A - call 911, do not approach https://t.co/j3s8Pn6qlf'",0
26/3/2022 21:23,"b'#BOLO #AmberAlert #FortStJohn #RCMP jeep@grand Cherokee license plate HT184A - call 911, do not approach https://t.co/debiwetZRV'",0
26/3/2022 21:23,"b'MORE INFO: The mother of the children is believed to be with the suspect and the allegedly abducted kids, and RCMP\xe2\x80\xa6 https://t.co/l1bR6lkbLs'",0
26/3/2022 21:22,"b'#AmberAlert #Alberta #BC #ABRoads #BCRoads extended to alberta retweet and repost, do not approach the suspect call\xe2\x80\xa6 https://t.co/LwlLpYbFHP'",0
26/3/2022 21:21,"b'#AmberAlert for two children and their mother in BC \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6. ""It\'s believed the children and their mother were taken aga\xe2\x80\xa6 https://t.co/3QdqX031DH'",0
26/3/2022 21:21,"b'BC, Alberta, Saskatchewan  Amber Alert - Two children and Woman abducted in northern British Columbia - 4-year-old\xe2\x80\xa6 https://t.co/NWvSGZ3Qh2'",0
26/3/2022 21:20,b'Complaints from assholes incoming. \xf0\x9f\xa5\xba\n\nKeep an eye out for Liam (4yrs) &amp; Myra (10mos) who were abducted from Fort St\xe2\x80\xa6 https://t.co/rG0j7709Vh',0
26/3/2022 21:20,"b'#AmberAlert #Alberta #BC #ABRoads #BCRoads extended to alberta retweet and repost, do not approach the suspect call\xe2\x80\xa6 https://t.co/tvsa6GjdJv'",0
26/3/2022 21:15,b'I swear to god if anything happens to these two babies I will be ready to kill #AmberAlert https://t.co/L0TVGfMHlo',0
26/3/2022 21:15,b'#DenisePipitone #AmberAlert \xf0\x9f\x86\x98\xf0\x9f\x87\xae\xf0\x9f\x87\xb9#Missing #MissingPerson #Europe \n#missingpersons Have you seen her? do you recognise\xe2\x80\xa6 https://t.co/uJv210keeh',0
26/3/2022 21:14,b'RCMP in Fort St. John activate #AmberAlert for 2 missing children | CBC News https://t.co/n2OV2SlFpM',0
26/3/2022 21:13,"b'#AmberAlert #Alberta extended to alberta retweet and repost, do not approach the suspect call 9-1-1 if you have any\xe2\x80\xa6 https://t.co/mW4025JtVm'",0
26/3/2022 21:12,b'#AmberAlert Really triggered brainwashed non-thinking idiots this morning with my criticism of the how this system is being used.',0
